id;name;info;image
1;Амур белый;"Относится к рыбам семейства карповых (Cyprinidae).
 

В естественных условиях обитает в пресных водах Восточной Азии, от бассейна Амура до юга Китая, до г. Гуанчжоу (Кантон). В Китае широко разводится в прудах. Для акклиматизации и рыборазведения завезен во многие страны мира.
 

Рыбохозяйственное освоение белого амура в Европейской части СССР впервые начато в 30-е годы. В Беларуси работы по введению белого амура в поликультуру прудового рыбоводства начаты с 1963 г., а с 1970 г. начались посадки молоди в некоторые озера республики для товарного выращивания.
 

Белый амур легко приспосабливается к жизни в условиях прудовых хозяйств и внутренних озер, где также активен все лето. Хорошо переносит зимовку в зимовальных прудах и на ямах в озерах.
 

В бассейне Амура основная масса самок становится половозрелой в возрасте 8-9 лет, при достижении длины тела 70 см и более. Лишь единичные особи созревают в 6-7 лет при длине около 60-65 см. В условиях Беларуси воспроизводство белого амура возможно лишь заводским способом, с использованием термальных вод тепловых электростанций.
 

Обладает высоким темпом роста. В естественных условиях достигает длины 120 см и массы 32 кг. В прудовых хозяйствах к концу первого года выращивания в поликультуре с карпом достигают средней массы 25-30 г, двухлетки-450-600 г, трехлетки - до 1440 г, т.е. массы карпа при применении методов интенсификации карповодства.
 

Питается высшей водной растительностью, за что его называют «травяным карпом».
 

Весьма ценная промысловая рыба. Высокая экологическая пластичность, быстрый рост, отличные вкусовые качества, в сочетании со способностью питаться высшей водной растительностью делают белого амура весьма перспективным объектом для разведения в прудовых экосистемах Республики Беларусь.
 

Используется в качестве биологического мелиоратора водоемов и ирригационных каналов всех систем, в которых обычно идет сильное развитие жесткой водной растительности, затрудняющей их эксплуатацию.
 

В Беларуси учеными Института рыбного хозяйства с достаточной полнотой разработана биотехника выращивания белого амура в прудовых хозяйствах и озерах, технология получения потомства с использованием подогретых вод тепловых электростанций, выращивания рыбопосадочного материала и товарной рыбы.";amur_beliy
